URL,HTTP status code,Canonical URL,Canonical URL code,Canonical URL no-crawl reason,Is self-canonical,Is canonical target canonical,Title,Meta description,H1,Text hash,Content hash
https://jbadvocacia.roilabs.com.br/servicos,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/,200,https://jbadvocacia.roilabs.com.br/,200,,true,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/conteudo/due-diligence-checklist,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/conteudo/importancia-due-diligence-ma,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/conteudo/passivos-trabalhistas-prevencao,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/conteudo/sociedade-50-50-riscos,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/conteudo/contrato-social-acordo-socios,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/conteudo/contratos-empresariais-clausulas-essenciais,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/sobre,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/servicos/estruturacao-societaria,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
https://jbadvocacia.roilabs.com.br/servicos/gestao-contratos,200,https://jbadvocacia.roilabs.com.br/,200,,false,true,Jennifer Barreto - Advocacia Empresarial Estratégica,Assessoria jurídica estratégica para empresários que dominam seu produto mas precisam de segurança em contratos e negociações. 12 anos de experiência em direito empresarial.,,3812255488235561402,3812255488235561402
